Timestamp_ISO,Node,Status,Queue_Depth
2026-03-30T19:24:11.796+00:00,gpu2,UP,0
2026-03-30T19:24:11.896+00:00,gpu2,UP,0
2026-03-30T19:24:11.996+00:00,gpu2,UP,0
2026-03-30T19:24:12.096+00:00,gpu2,UP,0
2026-03-30T19:24:12.196+00:00,gpu2,UP,0
2026-03-30T19:24:12.296+00:00,gpu2,UP,0
2026-03-30T19:24:12.396+00:00,gpu2,UP,0
2026-03-30T19:24:12.496+00:00,gpu2,UP,0
2026-03-30T19:24:12.597+00:00,gpu2,UP,0
2026-03-30T19:24:12.697+00:00,gpu2,UP,0
2026-03-30T19:24:12.797+00:00,gpu2,UP,0
2026-03-30T19:24:12.897+00:00,gpu2,UP,0
2026-03-30T19:24:12.997+00:00,gpu2,UP,0
2026-03-30T19:24:13.097+00:00,gpu2,UP,0
2026-03-30T19:24:13.197+00:00,gpu2,UP,0
2026-03-30T19:24:13.298+00:00,gpu2,UP,0
2026-03-30T19:24:13.398+00:00,gpu2,UP,0
2026-03-30T19:24:13.498+00:00,gpu2,UP,0
2026-03-30T19:24:13.598+00:00,gpu2,UP,0
2026-03-30T19:24:13.698+00:00,gpu2,UP,0
2026-03-30T19:24:13.798+00:00,gpu2,UP,0
2026-03-30T19:24:13.898+00:00,gpu2,UP,0
2026-03-30T19:24:13.999+00:00,gpu2,UP,0
2026-03-30T19:24:14.099+00:00,gpu2,UP,0
2026-03-30T19:24:14.199+00:00,gpu2,UP,0
2026-03-30T19:24:14.299+00:00,gpu2,UP,0
2026-03-30T19:24:14.399+00:00,gpu2,UP,0
2026-03-30T19:24:14.499+00:00,gpu2,UP,0
2026-03-30T19:24:14.599+00:00,gpu2,UP,0
2026-03-30T19:24:14.699+00:00,gpu2,UP,0
2026-03-30T19:24:14.800+00:00,gpu2,UP,0
2026-03-30T19:24:14.900+00:00,gpu2,UP,0
2026-03-30T19:24:15.000+00:00,gpu2,UP,0
2026-03-30T19:24:15.100+00:00,gpu2,UP,0
2026-03-30T19:24:15.200+00:00,gpu2,UP,0
2026-03-30T19:24:15.300+00:00,gpu2,UP,0
2026-03-30T19:24:15.400+00:00,gpu2,UP,0
2026-03-30T19:24:15.501+00:00,gpu2,UP,0
2026-03-30T19:24:15.601+00:00,gpu2,UP,0
2026-03-30T19:24:15.701+00:00,gpu2,UP,0
2026-03-30T19:24:15.801+00:00,gpu2,UP,0
2026-03-30T19:24:15.901+00:00,gpu2,UP,0
2026-03-30T19:24:16.001+00:00,gpu2,UP,0
2026-03-30T19:24:16.101+00:00,gpu2,UP,0
2026-03-30T19:24:16.202+00:00,gpu2,UP,0
2026-03-30T19:24:16.302+00:00,gpu2,UP,0
2026-03-30T19:24:16.402+00:00,gpu2,UP,0
2026-03-30T19:24:16.502+00:00,gpu2,UP,0
2026-03-30T19:24:16.602+00:00,gpu2,UP,0
2026-03-30T19:24:16.702+00:00,gpu2,UP,0
2026-03-30T19:24:16.802+00:00,gpu2,UP,0
2026-03-30T19:24:16.903+00:00,gpu2,UP,0
2026-03-30T19:24:17.003+00:00,gpu2,UP,0
2026-03-30T19:24:17.103+00:00,gpu2,UP,0
2026-03-30T19:24:17.203+00:00,gpu2,UP,0
2026-03-30T19:24:17.303+00:00,gpu2,UP,0
2026-03-30T19:24:17.403+00:00,gpu2,UP,0
2026-03-30T19:24:17.503+00:00,gpu2,UP,0
2026-03-30T19:24:17.604+00:00,gpu2,UP,0
2026-03-30T19:24:17.704+00:00,gpu2,UP,0
2026-03-30T19:24:17.804+00:00,gpu2,UP,0
2026-03-30T19:24:17.904+00:00,gpu2,UP,0
2026-03-30T19:24:18.004+00:00,gpu2,UP,0
2026-03-30T19:24:18.104+00:00,gpu2,UP,0
2026-03-30T19:24:18.204+00:00,gpu2,UP,0
2026-03-30T19:24:18.304+00:00,gpu2,UP,0
2026-03-30T19:24:18.405+00:00,gpu2,UP,0
2026-03-30T19:24:18.505+00:00,gpu2,UP,0
2026-03-30T19:24:18.605+00:00,gpu2,UP,0
2026-03-30T19:24:18.705+00:00,gpu2,UP,0
2026-03-30T19:24:18.805+00:00,gpu2,UP,0
2026-03-30T19:24:18.905+00:00,gpu2,UP,0
2026-03-30T19:24:19.005+00:00,gpu2,UP,0
2026-03-30T19:24:19.106+00:00,gpu2,UP,0
2026-03-30T19:24:19.206+00:00,gpu2,UP,0
2026-03-30T19:24:19.306+00:00,gpu2,UP,0
2026-03-30T19:24:19.406+00:00,gpu2,UP,0
2026-03-30T19:24:19.506+00:00,gpu2,UP,0
2026-03-30T19:24:19.606+00:00,gpu2,UP,0
2026-03-30T19:24:19.706+00:00,gpu2,UP,0
2026-03-30T19:24:19.807+00:00,gpu2,UP,0
2026-03-30T19:24:19.907+00:00,gpu2,UP,0
2026-03-30T19:24:20.007+00:00,gpu2,UP,0
2026-03-30T19:24:20.107+00:00,gpu2,UP,0
2026-03-30T19:24:20.207+00:00,gpu2,UP,0
2026-03-30T19:24:20.307+00:00,gpu2,UP,0
2026-03-30T19:24:20.407+00:00,gpu2,UP,0
2026-03-30T19:24:20.508+00:00,gpu2,UP,0
2026-03-30T19:24:20.608+00:00,gpu2,UP,0
2026-03-30T19:24:20.708+00:00,gpu2,UP,0
2026-03-30T19:24:20.808+00:00,gpu2,UP,0
2026-03-30T19:24:20.908+00:00,gpu2,UP,0
2026-03-30T19:24:21.008+00:00,gpu2,UP,0
2026-03-30T19:24:21.108+00:00,gpu2,UP,0
2026-03-30T19:24:21.209+00:00,gpu2,UP,0
2026-03-30T19:24:21.309+00:00,gpu2,UP,0
2026-03-30T19:24:21.409+00:00,gpu2,UP,0
2026-03-30T19:24:21.509+00:00,gpu2,UP,0
2026-03-30T19:24:21.609+00:00,gpu2,UP,0
2026-03-30T19:24:21.709+00:00,gpu2,UP,0
2026-03-30T19:24:21.809+00:00,gpu2,UP,0
2026-03-30T19:24:21.910+00:00,gpu2,UP,0
2026-03-30T19:24:22.010+00:00,gpu2,UP,0
2026-03-30T19:24:22.110+00:00,gpu2,UP,0
2026-03-30T19:24:22.210+00:00,gpu2,UP,0
2026-03-30T19:24:22.310+00:00,gpu2,UP,0
2026-03-30T19:24:22.410+00:00,gpu2,UP,0
2026-03-30T19:24:22.510+00:00,gpu2,UP,0
2026-03-30T19:24:22.610+00:00,gpu2,UP,0
2026-03-30T19:24:22.711+00:00,gpu2,UP,0
2026-03-30T19:24:22.811+00:00,gpu2,UP,0
2026-03-30T19:24:22.911+00:00,gpu2,UP,0
2026-03-30T19:24:23.011+00:00,gpu2,UP,0
2026-03-30T19:24:23.111+00:00,gpu2,UP,0
2026-03-30T19:24:23.211+00:00,gpu2,UP,0
2026-03-30T19:24:23.311+00:00,gpu2,UP,0
2026-03-30T19:24:23.412+00:00,gpu2,UP,0
2026-03-30T19:24:23.512+00:00,gpu2,UP,0
2026-03-30T19:24:23.612+00:00,gpu2,UP,0
2026-03-30T19:24:23.712+00:00,gpu2,UP,0
2026-03-30T19:24:23.812+00:00,gpu2,UP,0
2026-03-30T19:24:23.912+00:00,gpu2,UP,0
2026-03-30T19:24:24.012+00:00,gpu2,UP,0
2026-03-30T19:24:24.113+00:00,gpu2,UP,0
2026-03-30T19:24:24.213+00:00,gpu2,UP,0
2026-03-30T19:24:24.313+00:00,gpu2,UP,0
2026-03-30T19:24:24.413+00:00,gpu2,UP,0
2026-03-30T19:24:24.513+00:00,gpu2,UP,0
2026-03-30T19:24:24.613+00:00,gpu2,UP,0
2026-03-30T19:24:24.713+00:00,gpu2,UP,0
2026-03-30T19:24:24.814+00:00,gpu2,UP,0
2026-03-30T19:24:24.914+00:00,gpu2,UP,0
2026-03-30T19:24:25.014+00:00,gpu2,UP,0
2026-03-30T19:24:25.114+00:00,gpu2,UP,0
2026-03-30T19:24:25.214+00:00,gpu2,UP,0
2026-03-30T19:24:25.314+00:00,gpu2,UP,0
2026-03-30T19:24:25.414+00:00,gpu2,UP,0
2026-03-30T19:24:25.515+00:00,gpu2,UP,0
2026-03-30T19:24:25.615+00:00,gpu2,UP,0
2026-03-30T19:24:25.715+00:00,gpu2,UP,0
2026-03-30T19:24:25.815+00:00,gpu2,UP,0
2026-03-30T19:24:25.915+00:00,gpu2,UP,0
2026-03-30T19:24:26.015+00:00,gpu2,UP,0
2026-03-30T19:24:26.115+00:00,gpu2,UP,0
2026-03-30T19:24:26.216+00:00,gpu2,UP,0
2026-03-30T19:24:26.316+00:00,gpu2,UP,0
2026-03-30T19:24:26.416+00:00,gpu2,UP,0
2026-03-30T19:24:26.516+00:00,gpu2,UP,0
2026-03-30T19:24:26.616+00:00,gpu2,UP,0
2026-03-30T19:24:26.716+00:00,gpu2,UP,0
2026-03-30T19:24:26.816+00:00,gpu2,UP,0
2026-03-30T19:24:26.917+00:00,gpu2,UP,0
2026-03-30T19:24:27.017+00:00,gpu2,UP,0
2026-03-30T19:24:27.117+00:00,gpu2,UP,0
2026-03-30T19:24:27.217+00:00,gpu2,UP,0
2026-03-30T19:24:27.317+00:00,gpu2,UP,0
2026-03-30T19:24:27.417+00:00,gpu2,UP,0
2026-03-30T19:24:27.517+00:00,gpu2,UP,0
2026-03-30T19:24:27.618+00:00,gpu2,UP,0
2026-03-30T19:24:27.718+00:00,gpu2,UP,0
2026-03-30T19:24:27.818+00:00,gpu2,UP,0
2026-03-30T19:24:27.918+00:00,gpu2,UP,0
2026-03-30T19:24:28.018+00:00,gpu2,UP,0
2026-03-30T19:24:28.118+00:00,gpu2,UP,0
2026-03-30T19:24:28.219+00:00,gpu2,UP,0
2026-03-30T19:24:28.319+00:00,gpu2,UP,0
2026-03-30T19:24:28.419+00:00,gpu2,UP,0
2026-03-30T19:24:28.519+00:00,gpu2,UP,0
2026-03-30T19:24:28.619+00:00,gpu2,UP,0
2026-03-30T19:24:28.719+00:00,gpu2,UP,0
2026-03-30T19:24:28.819+00:00,gpu2,UP,0
2026-03-30T19:24:28.920+00:00,gpu2,UP,0
2026-03-30T19:24:29.020+00:00,gpu2,UP,0
2026-03-30T19:24:29.120+00:00,gpu2,UP,0
2026-03-30T19:24:29.220+00:00,gpu2,UP,0
2026-03-30T19:24:29.320+00:00,gpu2,UP,0
2026-03-30T19:24:29.420+00:00,gpu2,UP,0
2026-03-30T19:24:29.520+00:00,gpu2,UP,0
2026-03-30T19:24:29.621+00:00,gpu2,UP,0
2026-03-30T19:24:29.721+00:00,gpu2,UP,0
2026-03-30T19:24:29.821+00:00,gpu2,UP,0
2026-03-30T19:24:29.921+00:00,gpu2,UP,0
2026-03-30T19:24:30.021+00:00,gpu2,UP,0
2026-03-30T19:24:30.121+00:00,gpu2,UP,0
2026-03-30T19:24:30.221+00:00,gpu2,UP,0
2026-03-30T19:24:30.322+00:00,gpu2,UP,0
2026-03-30T19:24:30.422+00:00,gpu2,UP,0
2026-03-30T19:24:30.522+00:00,gpu2,UP,0
2026-03-30T19:24:30.622+00:00,gpu2,UP,0
2026-03-30T19:24:30.722+00:00,gpu2,UP,0
2026-03-30T19:24:30.822+00:00,gpu2,UP,0
2026-03-30T19:24:30.923+00:00,gpu2,UP,0
2026-03-30T19:24:31.023+00:00,gpu2,UP,0
2026-03-30T19:24:31.123+00:00,gpu2,UP,0
2026-03-30T19:24:31.223+00:00,gpu2,UP,0
2026-03-30T19:24:31.323+00:00,gpu2,UP,0
2026-03-30T19:24:31.423+00:00,gpu2,UP,0
2026-03-30T19:24:31.523+00:00,gpu2,UP,0
2026-03-30T19:24:31.624+00:00,gpu2,UP,0
2026-03-30T19:24:31.724+00:00,gpu2,UP,0
2026-03-30T19:24:31.824+00:00,gpu2,UP,0
2026-03-30T19:24:31.924+00:00,gpu2,UP,0
2026-03-30T19:24:32.024+00:00,gpu2,UP,0
2026-03-30T19:24:32.124+00:00,gpu2,UP,0
2026-03-30T19:24:32.225+00:00,gpu2,UP,0
2026-03-30T19:24:32.325+00:00,gpu2,UP,0
2026-03-30T19:24:32.425+00:00,gpu2,UP,0
2026-03-30T19:24:32.525+00:00,gpu2,UP,0
2026-03-30T19:24:32.625+00:00,gpu2,UP,0
2026-03-30T19:24:32.725+00:00,gpu2,UP,0
2026-03-30T19:24:32.825+00:00,gpu2,UP,0
2026-03-30T19:24:32.925+00:00,gpu2,UP,0
2026-03-30T19:24:33.026+00:00,gpu2,UP,0
2026-03-30T19:24:33.126+00:00,gpu2,UP,0
2026-03-30T19:24:33.226+00:00,gpu2,UP,0
2026-03-30T19:24:33.326+00:00,gpu2,UP,0
2026-03-30T19:24:33.426+00:00,gpu2,UP,0
2026-03-30T19:24:33.526+00:00,gpu2,UP,0
2026-03-30T19:24:33.626+00:00,gpu2,UP,0
2026-03-30T19:24:33.727+00:00,gpu2,UP,0
2026-03-30T19:24:33.827+00:00,gpu2,UP,0
2026-03-30T19:24:33.927+00:00,gpu2,UP,0
2026-03-30T19:24:34.027+00:00,gpu2,UP,0
2026-03-30T19:24:34.127+00:00,gpu2,UP,0
2026-03-30T19:24:34.227+00:00,gpu2,UP,0
2026-03-30T19:24:34.327+00:00,gpu2,UP,0
2026-03-30T19:24:34.428+00:00,gpu2,UP,0
2026-03-30T19:24:34.528+00:00,gpu2,UP,0
2026-03-30T19:24:34.628+00:00,gpu2,UP,0
2026-03-30T19:24:34.728+00:00,gpu2,UP,0
2026-03-30T19:24:34.828+00:00,gpu2,UP,0
2026-03-30T19:24:34.928+00:00,gpu2,UP,0
2026-03-30T19:24:35.028+00:00,gpu2,UP,0
2026-03-30T19:24:35.129+00:00,gpu2,UP,0
2026-03-30T19:24:35.229+00:00,gpu2,UP,0
2026-03-30T19:24:35.329+00:00,gpu2,UP,0
2026-03-30T19:24:35.429+00:00,gpu2,UP,0
2026-03-30T19:24:35.529+00:00,gpu2,UP,0
2026-03-30T19:24:35.629+00:00,gpu2,UP,0
2026-03-30T19:24:35.729+00:00,gpu2,UP,0
2026-03-30T19:24:35.830+00:00,gpu2,UP,0
2026-03-30T19:24:35.930+00:00,gpu2,UP,0
2026-03-30T19:24:36.030+00:00,gpu2,UP,0
2026-03-30T19:24:36.130+00:00,gpu2,UP,0
2026-03-30T19:24:36.230+00:00,gpu2,UP,0
2026-03-30T19:24:36.330+00:00,gpu2,UP,0
2026-03-30T19:24:36.430+00:00,gpu2,UP,0
2026-03-30T19:24:36.531+00:00,gpu2,UP,0
2026-03-30T19:24:36.631+00:00,gpu2,UP,0
2026-03-30T19:24:36.731+00:00,gpu2,UP,0
2026-03-30T19:24:36.831+00:00,gpu2,UP,0
2026-03-30T19:24:36.931+00:00,gpu2,UP,0
2026-03-30T19:24:37.031+00:00,gpu2,UP,0
2026-03-30T19:24:37.131+00:00,gpu2,UP,0
2026-03-30T19:24:37.232+00:00,gpu2,UP,0
2026-03-30T19:24:37.332+00:00,gpu2,UP,0
2026-03-30T19:24:37.432+00:00,gpu2,UP,0
2026-03-30T19:24:37.532+00:00,gpu2,UP,0
2026-03-30T19:24:37.632+00:00,gpu2,UP,0
2026-03-30T19:24:37.732+00:00,gpu2,UP,0
2026-03-30T19:24:37.832+00:00,gpu2,UP,0
2026-03-30T19:24:37.933+00:00,gpu2,UP,0
2026-03-30T19:24:38.033+00:00,gpu2,UP,0
2026-03-30T19:24:38.133+00:00,gpu2,UP,0
2026-03-30T19:24:38.233+00:00,gpu2,UP,0
2026-03-30T19:24:38.333+00:00,gpu2,UP,0
2026-03-30T19:24:38.433+00:00,gpu2,UP,0
2026-03-30T19:24:38.533+00:00,gpu2,UP,0
2026-03-30T19:24:38.634+00:00,gpu2,UP,0
2026-03-30T19:24:38.734+00:00,gpu2,UP,0
2026-03-30T19:24:38.834+00:00,gpu2,UP,0
2026-03-30T19:24:38.934+00:00,gpu2,UP,0
2026-03-30T19:24:39.034+00:00,gpu2,UP,0
2026-03-30T19:24:39.134+00:00,gpu2,UP,0
2026-03-30T19:24:39.234+00:00,gpu2,UP,0
2026-03-30T19:24:39.335+00:00,gpu2,UP,0
2026-03-30T19:24:39.435+00:00,gpu2,UP,0
2026-03-30T19:24:39.535+00:00,gpu2,UP,0
2026-03-30T19:24:39.635+00:00,gpu2,UP,0
2026-03-30T19:24:39.735+00:00,gpu2,UP,0
2026-03-30T19:24:39.835+00:00,gpu2,UP,0
2026-03-30T19:24:39.935+00:00,gpu2,UP,0
2026-03-30T19:24:40.036+00:00,gpu2,UP,0
2026-03-30T19:24:40.136+00:00,gpu2,UP,0
2026-03-30T19:24:40.236+00:00,gpu2,UP,0
2026-03-30T19:24:40.336+00:00,gpu2,UP,0
2026-03-30T19:24:40.436+00:00,gpu2,UP,0
2026-03-30T19:24:40.536+00:00,gpu2,UP,0
2026-03-30T19:24:40.637+00:00,gpu2,UP,0
2026-03-30T19:24:40.737+00:00,gpu2,UP,0
2026-03-30T19:24:40.837+00:00,gpu2,UP,0
2026-03-30T19:24:40.937+00:00,gpu2,UP,0
2026-03-30T19:24:41.037+00:00,gpu2,UP,0
2026-03-30T19:24:41.137+00:00,gpu2,UP,0
2026-03-30T19:24:41.237+00:00,gpu2,UP,0
2026-03-30T19:24:41.338+00:00,gpu2,UP,0
2026-03-30T19:24:41.438+00:00,gpu2,UP,0
2026-03-30T19:24:41.538+00:00,gpu2,UP,0
2026-03-30T19:24:41.638+00:00,gpu2,UP,0
2026-03-30T19:24:41.738+00:00,gpu2,UP,0
2026-03-30T19:24:41.838+00:00,gpu2,UP,0
2026-03-30T19:24:41.938+00:00,gpu2,UP,0
2026-03-30T19:24:42.039+00:00,gpu2,UP,0
2026-03-30T19:24:42.139+00:00,gpu2,UP,0
2026-03-30T19:24:42.239+00:00,gpu2,UP,0
2026-03-30T19:24:42.339+00:00,gpu2,UP,0
2026-03-30T19:24:42.439+00:00,gpu2,UP,0
2026-03-30T19:24:42.539+00:00,gpu2,UP,0
2026-03-30T19:24:42.640+00:00,gpu2,UP,0
2026-03-30T19:24:42.740+00:00,gpu2,UP,0
2026-03-30T19:24:42.840+00:00,gpu2,UP,0
2026-03-30T19:24:42.940+00:00,gpu2,UP,0
2026-03-30T19:24:43.040+00:00,gpu2,UP,0
2026-03-30T19:24:43.140+00:00,gpu2,UP,0
2026-03-30T19:24:43.240+00:00,gpu2,UP,0
2026-03-30T19:24:43.341+00:00,gpu2,UP,0
2026-03-30T19:24:43.441+00:00,gpu2,UP,0
2026-03-30T19:24:43.541+00:00,gpu2,UP,0
2026-03-30T19:24:43.641+00:00,gpu2,UP,0
2026-03-30T19:24:43.741+00:00,gpu2,UP,0
2026-03-30T19:24:43.841+00:00,gpu2,UP,0
2026-03-30T19:24:43.941+00:00,gpu2,UP,0
2026-03-30T19:24:44.042+00:00,gpu2,UP,0
2026-03-30T19:24:44.142+00:00,gpu2,UP,0
2026-03-30T19:24:44.242+00:00,gpu2,UP,0
2026-03-30T19:24:44.342+00:00,gpu2,UP,0
2026-03-30T19:24:44.442+00:00,gpu2,UP,0
2026-03-30T19:24:44.542+00:00,gpu2,UP,0
2026-03-30T19:24:44.643+00:00,gpu2,UP,0
2026-03-30T19:24:44.743+00:00,gpu2,UP,0
2026-03-30T19:24:44.843+00:00,gpu2,UP,0
2026-03-30T19:24:44.943+00:00,gpu2,UP,0
2026-03-30T19:24:45.043+00:00,gpu2,UP,0
2026-03-30T19:24:45.143+00:00,gpu2,UP,0
2026-03-30T19:24:45.243+00:00,gpu2,UP,0
2026-03-30T19:24:45.344+00:00,gpu2,UP,0
2026-03-30T19:24:45.444+00:00,gpu2,UP,0
2026-03-30T19:24:45.544+00:00,gpu2,UP,0
2026-03-30T19:24:45.644+00:00,gpu2,UP,0
2026-03-30T19:24:45.744+00:00,gpu2,UP,0
2026-03-30T19:24:45.844+00:00,gpu2,UP,0
2026-03-30T19:24:45.945+00:00,gpu2,UP,0
2026-03-30T19:24:46.045+00:00,gpu2,UP,0
2026-03-30T19:24:46.145+00:00,gpu2,UP,0
2026-03-30T19:24:46.245+00:00,gpu2,UP,0
2026-03-30T19:24:46.345+00:00,gpu2,UP,0
2026-03-30T19:24:46.445+00:00,gpu2,UP,0
2026-03-30T19:24:46.545+00:00,gpu2,UP,0
2026-03-30T19:24:46.646+00:00,gpu2,UP,0
2026-03-30T19:24:46.746+00:00,gpu2,UP,0
2026-03-30T19:24:46.846+00:00,gpu2,UP,0
2026-03-30T19:24:46.946+00:00,gpu2,UP,0
2026-03-30T19:24:47.046+00:00,gpu2,UP,0
2026-03-30T19:24:47.146+00:00,gpu2,UP,0
2026-03-30T19:24:47.246+00:00,gpu2,UP,0
2026-03-30T19:24:47.347+00:00,gpu2,UP,0
2026-03-30T19:24:47.447+00:00,gpu2,UP,0
2026-03-30T19:24:47.547+00:00,gpu2,UP,0
2026-03-30T19:24:47.647+00:00,gpu2,UP,0
2026-03-30T19:24:47.747+00:00,gpu2,UP,0
2026-03-30T19:24:47.847+00:00,gpu2,UP,0
2026-03-30T19:24:47.947+00:00,gpu2,UP,0
2026-03-30T19:24:48.048+00:00,gpu2,UP,0
2026-03-30T19:24:48.148+00:00,gpu2,UP,0
2026-03-30T19:24:48.248+00:00,gpu2,UP,0
2026-03-30T19:24:48.348+00:00,gpu2,UP,0
2026-03-30T19:24:48.448+00:00,gpu2,UP,0
2026-03-30T19:24:48.548+00:00,gpu2,UP,0
2026-03-30T19:24:48.649+00:00,gpu2,UP,0
2026-03-30T19:24:48.749+00:00,gpu2,UP,0
2026-03-30T19:24:48.849+00:00,gpu2,UP,0
2026-03-30T19:24:48.949+00:00,gpu2,UP,0
2026-03-30T19:24:49.049+00:00,gpu2,UP,0
2026-03-30T19:24:49.149+00:00,gpu2,UP,0
2026-03-30T19:24:49.249+00:00,gpu2,UP,0
2026-03-30T19:24:49.349+00:00,gpu2,UP,0
2026-03-30T19:24:49.450+00:00,gpu2,UP,0
2026-03-30T19:24:49.550+00:00,gpu2,UP,0
2026-03-30T19:24:49.650+00:00,gpu2,UP,0
2026-03-30T19:24:49.750+00:00,gpu2,UP,0
2026-03-30T19:24:49.850+00:00,gpu2,UP,0
2026-03-30T19:24:49.950+00:00,gpu2,UP,0
2026-03-30T19:24:50.051+00:00,gpu2,UP,0
2026-03-30T19:24:50.151+00:00,gpu2,UP,0
2026-03-30T19:24:50.251+00:00,gpu2,UP,0
2026-03-30T19:24:50.351+00:00,gpu2,UP,0
2026-03-30T19:24:50.451+00:00,gpu2,UP,0
2026-03-30T19:24:50.551+00:00,gpu2,UP,0
2026-03-30T19:24:50.651+00:00,gpu2,UP,0
2026-03-30T19:24:50.752+00:00,gpu2,UP,0
2026-03-30T19:24:50.852+00:00,gpu2,UP,0
2026-03-30T19:24:50.952+00:00,gpu2,UP,0
2026-03-30T19:24:51.052+00:00,gpu2,UP,0
2026-03-30T19:24:51.152+00:00,gpu2,UP,0
2026-03-30T19:24:51.252+00:00,gpu2,UP,0
2026-03-30T19:24:51.352+00:00,gpu2,UP,0
2026-03-30T19:24:51.453+00:00,gpu2,UP,0
2026-03-30T19:24:51.553+00:00,gpu2,UP,0
2026-03-30T19:24:51.653+00:00,gpu2,UP,0
2026-03-30T19:24:51.753+00:00,gpu2,UP,0
2026-03-30T19:24:51.853+00:00,gpu2,UP,0
2026-03-30T19:24:51.953+00:00,gpu2,UP,0
2026-03-30T19:24:52.054+00:00,gpu2,UP,0
2026-03-30T19:24:52.154+00:00,gpu2,UP,0
2026-03-30T19:24:52.254+00:00,gpu2,UP,0
2026-03-30T19:24:52.354+00:00,gpu2,UP,0
2026-03-30T19:24:52.454+00:00,gpu2,UP,0
2026-03-30T19:24:52.554+00:00,gpu2,UP,0
2026-03-30T19:24:52.654+00:00,gpu2,UP,0
2026-03-30T19:24:52.755+00:00,gpu2,UP,0
2026-03-30T19:24:52.855+00:00,gpu2,UP,0
2026-03-30T19:24:52.955+00:00,gpu2,UP,0
2026-03-30T19:24:53.055+00:00,gpu2,UP,0
2026-03-30T19:24:53.155+00:00,gpu2,UP,0
2026-03-30T19:24:53.255+00:00,gpu2,UP,0
2026-03-30T19:24:53.355+00:00,gpu2,UP,0
2026-03-30T19:24:53.456+00:00,gpu2,UP,0
2026-03-30T19:24:53.556+00:00,gpu2,UP,0
2026-03-30T19:24:53.656+00:00,gpu2,UP,0
2026-03-30T19:24:53.756+00:00,gpu2,UP,0
