timestamp,req_id,payload_bytes,policy,backend_id,status_code,e2e_ms,gateway_overhead_ms,error_body,backend_id_normalized,timestamp_raw,t_rel_s,strategy
0.478,resnet_p2c_c16_0000067,609894,p2c_pewma,sp26-cs525-0615,200,116.931,7.06,,sp26-cs525-0615.cs.illinois.edu,0.478,0.478,p2c_pewma
0.51,resnet_p2c_c16_0000068,610161,p2c_pewma,sp26-cs525-0612,200,191.86,6.631,,sp26-cs525-0612.cs.illinois.edu,0.51,0.510,p2c_pewma
0.512,resnet_p2c_c16_0000069,610382,p2c_pewma,sp26-cs525-0605,200,96.176,7.757,,sp26-cs525-0605.cs.illinois.edu,0.512,0.512,p2c_pewma
0.52,resnet_p2c_c16_0000070,610082,p2c_pewma,sp26-cs525-0618,200,111.816,5.341,,sp26-cs525-0618.cs.illinois.edu,0.52,0.520,p2c_pewma
0.523,resnet_p2c_c16_0000071,610375,p2c_pewma,sp26-cs525-0605,200,168.446,7.203,,sp26-cs525-0605.cs.illinois.edu,0.523,0.523,p2c_pewma
0.525,resnet_p2c_c16_0000072,609988,p2c_pewma,sp26-cs525-0606,200,188.864,8.202,,sp26-cs525-0606.cs.illinois.edu,0.525,0.525,p2c_pewma
0.545,resnet_p2c_c16_0000073,609608,p2c_pewma,sp26-cs525-0609,200,136.175,4.019,,sp26-cs525-0609.cs.illinois.edu,0.545,0.545,p2c_pewma
0.555,resnet_p2c_c16_0000074,610107,p2c_pewma,sp26-cs525-0618,200,148.234,6.702,,sp26-cs525-0618.cs.illinois.edu,0.555,0.555,p2c_pewma
0.567,resnet_p2c_c16_0000075,610250,p2c_pewma,sp26-cs525-0607,200,199.056,3.942,,sp26-cs525-0607.cs.illinois.edu,0.567,0.567,p2c_pewma
0.574,resnet_p2c_c16_0000076,610077,p2c_pewma,sp26-cs525-0609,200,182.624,7.8,,sp26-cs525-0609.cs.illinois.edu,0.574,0.574,p2c_pewma
0.595,resnet_p2c_c16_0000077,609908,p2c_pewma,sp26-cs525-0608,200,162.469,5.796,,sp26-cs525-0608.cs.illinois.edu,0.595,0.595,p2c_pewma
0.608,resnet_p2c_c16_0000078,609657,p2c_pewma,sp26-cs525-0618,200,153.322,5.253,,sp26-cs525-0618.cs.illinois.edu,0.608,0.608,p2c_pewma
0.619,resnet_p2c_c16_0000079,609575,p2c_pewma,sp26-cs525-0618,200,207.818,4.648,,sp26-cs525-0618.cs.illinois.edu,0.619,0.619,p2c_pewma
0.627,resnet_p2c_c16_0000080,610114,p2c_pewma,sp26-cs525-0609,200,202.185,7.43,,sp26-cs525-0609.cs.illinois.edu,0.627,0.627,p2c_pewma
0.629,resnet_p2c_c16_0000081,610426,p2c_pewma,sp26-cs525-0612,200,167.378,6.739,,sp26-cs525-0612.cs.illinois.edu,0.629,0.629,p2c_pewma
0.631,resnet_p2c_c16_0000082,609850,p2c_pewma,sp26-cs525-0619,200,179.56,5.643,,sp26-cs525-0619.cs.illinois.edu,0.631,0.631,p2c_pewma
0.631,resnet_p2c_c16_0000083,609672,p2c_pewma,sp26-cs525-0605,200,117.374,4.619,,sp26-cs525-0605.cs.illinois.edu,0.631,0.631,p2c_pewma
0.641,resnet_p2c_c16_0000084,609618,p2c_pewma,sp26-cs525-0615,200,78.092,6.138,,sp26-cs525-0615.cs.illinois.edu,0.641,0.641,p2c_pewma
0.681,resnet_p2c_c16_0000085,610434,p2c_pewma,sp26-cs525-0615,200,96.572,5.861,,sp26-cs525-0615.cs.illinois.edu,0.681,0.681,p2c_pewma
0.691,resnet_p2c_c16_0000086,610439,p2c_pewma,sp26-cs525-0617,200,138.913,7.745,,sp26-cs525-0617.cs.illinois.edu,0.691,0.691,p2c_pewma
0.702,resnet_p2c_c16_0000087,609672,p2c_pewma,sp26-cs525-0619,200,174.063,7.033,,sp26-cs525-0619.cs.illinois.edu,0.702,0.702,p2c_pewma
0.703,resnet_p2c_c16_0000088,609646,p2c_pewma,sp26-cs525-0612,200,168.645,6.019,,sp26-cs525-0612.cs.illinois.edu,0.703,0.703,p2c_pewma
0.714,resnet_p2c_c16_0000089,610273,p2c_pewma,sp26-cs525-0618,200,175.656,6.753,,sp26-cs525-0618.cs.illinois.edu,0.714,0.714,p2c_pewma
0.719,resnet_p2c_c16_0000090,610162,p2c_pewma,sp26-cs525-0617,200,166.396,5.204,,sp26-cs525-0617.cs.illinois.edu,0.719,0.719,p2c_pewma
0.749,resnet_p2c_c16_0000091,610420,p2c_pewma,sp26-cs525-0608,200,70.36,6.146,,sp26-cs525-0608.cs.illinois.edu,0.749,0.749,p2c_pewma
0.757,resnet_p2c_c16_0000092,609806,p2c_pewma,sp26-cs525-0615,200,102.037,5.468,,sp26-cs525-0615.cs.illinois.edu,0.757,0.757,p2c_pewma
0.757,resnet_p2c_c16_0000093,609779,p2c_pewma,sp26-cs525-0607,200,73.111,6.076,,sp26-cs525-0607.cs.illinois.edu,0.757,0.757,p2c_pewma
0.762,resnet_p2c_c16_0000094,609973,p2c_pewma,sp26-cs525-0606,200,113.761,3.971,,sp26-cs525-0606.cs.illinois.edu,0.762,0.762,p2c_pewma
0.766,resnet_p2c_c16_0000095,609888,p2c_pewma,sp26-cs525-0618,200,186.367,8.525,,sp26-cs525-0618.cs.illinois.edu,0.766,0.766,p2c_pewma
0.778,resnet_p2c_c16_0000096,609978,p2c_pewma,sp26-cs525-0605,200,90.83,7.535,,sp26-cs525-0605.cs.illinois.edu,0.778,0.778,p2c_pewma
0.796,resnet_p2c_c16_0000097,609590,p2c_pewma,sp26-cs525-0607,200,85.019,5.371,,sp26-cs525-0607.cs.illinois.edu,0.796,0.796,p2c_pewma
0.811,resnet_p2c_c16_0000098,609858,p2c_pewma,sp26-cs525-0609,200,62.743,5.184,,sp26-cs525-0609.cs.illinois.edu,0.811,0.811,p2c_pewma
0.819,resnet_p2c_c16_0000099,610316,p2c_pewma,sp26-cs525-0608,200,95.684,6.3,,sp26-cs525-0608.cs.illinois.edu,0.819,0.819,p2c_pewma
0.826,resnet_p2c_c16_0000100,609611,p2c_pewma,sp26-cs525-0614,200,73.398,7.614,,sp26-cs525-0614.cs.illinois.edu,0.826,0.826,p2c_pewma
0.829,resnet_p2c_c16_0000101,609873,p2c_pewma,sp26-cs525-0608,200,165.755,7.362,,sp26-cs525-0608.cs.illinois.edu,0.829,0.829,p2c_pewma
0.83,resnet_p2c_c16_0000102,609780,p2c_pewma,sp26-cs525-0605,200,131.265,6.444,,sp26-cs525-0605.cs.illinois.edu,0.83,0.830,p2c_pewma
0.83,resnet_p2c_c16_0000103,610207,p2c_pewma,sp26-cs525-0607,200,117.552,3.719,,sp26-cs525-0607.cs.illinois.edu,0.83,0.830,p2c_pewma
0.859,resnet_p2c_c16_0000104,609879,p2c_pewma,sp26-cs525-0612,200,68.908,7.518,,sp26-cs525-0612.cs.illinois.edu,0.859,0.859,p2c_pewma
0.868,resnet_p2c_c16_0000105,610013,p2c_pewma,sp26-cs525-0615,200,115.471,6.091,,sp26-cs525-0615.cs.illinois.edu,0.868,0.868,p2c_pewma
0.872,resnet_p2c_c16_0000106,609810,p2c_pewma,sp26-cs525-0609,200,88.589,7.153,,sp26-cs525-0609.cs.illinois.edu,0.872,0.872,p2c_pewma
0.874,resnet_p2c_c16_0000107,610076,p2c_pewma,sp26-cs525-0614,200,164.644,4.473,,sp26-cs525-0614.cs.illinois.edu,0.874,0.874,p2c_pewma
0.875,resnet_p2c_c16_0000108,610213,p2c_pewma,sp26-cs525-0605,200,241.491,7.109,,sp26-cs525-0605.cs.illinois.edu,0.875,0.875,p2c_pewma
0.876,resnet_p2c_c16_0000109,610311,p2c_pewma,sp26-cs525-0607,200,161.497,6.202,,sp26-cs525-0607.cs.illinois.edu,0.876,0.876,p2c_pewma
0.881,resnet_p2c_c16_0000110,610034,p2c_pewma,sp26-cs525-0612,200,99.919,5.69,,sp26-cs525-0612.cs.illinois.edu,0.881,0.881,p2c_pewma
0.885,resnet_p2c_c16_0000111,609931,p2c_pewma,sp26-cs525-0612,200,201.599,7.69,,sp26-cs525-0612.cs.illinois.edu,0.885,0.885,p2c_pewma
0.89,resnet_p2c_c16_0000112,610099,p2c_pewma,sp26-cs525-0609,200,141.694,6.217,,sp26-cs525-0609.cs.illinois.edu,0.89,0.890,p2c_pewma
0.9,resnet_p2c_c16_0000113,610410,p2c_pewma,sp26-cs525-0606,200,55.324,4.011,,sp26-cs525-0606.cs.illinois.edu,0.9,0.900,p2c_pewma
0.915,resnet_p2c_c16_0000114,609738,p2c_pewma,sp26-cs525-0615,200,109.466,5.762,,sp26-cs525-0615.cs.illinois.edu,0.915,0.915,p2c_pewma
0.928,resnet_p2c_c16_0000115,609981,p2c_pewma,sp26-cs525-0606,200,112.151,6.56,,sp26-cs525-0606.cs.illinois.edu,0.928,0.928,p2c_pewma
0.948,resnet_p2c_c16_0000116,610206,p2c_pewma,sp26-cs525-0607,200,141.234,3.601,,sp26-cs525-0607.cs.illinois.edu,0.948,0.948,p2c_pewma
0.952,resnet_p2c_c16_0000117,609891,p2c_pewma,sp26-cs525-0615,200,122.826,3.913,,sp26-cs525-0615.cs.illinois.edu,0.952,0.952,p2c_pewma
0.955,resnet_p2c_c16_0000118,610427,p2c_pewma,sp26-cs525-0615,200,214.401,4.82,,sp26-cs525-0615.cs.illinois.edu,0.955,0.955,p2c_pewma
0.96,resnet_p2c_c16_0000119,609644,p2c_pewma,sp26-cs525-0617,200,67.428,7.128,,sp26-cs525-0617.cs.illinois.edu,0.96,0.960,p2c_pewma
0.962,resnet_p2c_c16_0000120,609841,p2c_pewma,sp26-cs525-0609,200,124.491,6.959,,sp26-cs525-0609.cs.illinois.edu,0.962,0.962,p2c_pewma
0.981,resnet_p2c_c16_0000121,610030,p2c_pewma,sp26-cs525-0614,200,137.824,4.125,,sp26-cs525-0614.cs.illinois.edu,0.981,0.981,p2c_pewma
0.984,resnet_p2c_c16_0000122,609871,p2c_pewma,sp26-cs525-0617,200,122.381,6.085,,sp26-cs525-0617.cs.illinois.edu,0.984,0.984,p2c_pewma
0.995,resnet_p2c_c16_0000123,610311,p2c_pewma,sp26-cs525-0609,200,159.444,6.987,,sp26-cs525-0609.cs.illinois.edu,0.995,0.995,p2c_pewma
1.024,resnet_p2c_c16_0000124,609772,p2c_pewma,sp26-cs525-0606,200,82.201,7.058,,sp26-cs525-0606.cs.illinois.edu,1.024,1.024,p2c_pewma
1.028,resnet_p2c_c16_0000125,610304,p2c_pewma,sp26-cs525-0606,200,147.413,7.11,,sp26-cs525-0606.cs.illinois.edu,1.028,1.028,p2c_pewma
1.032,resnet_p2c_c16_0000126,610436,p2c_pewma,sp26-cs525-0608,200,90.034,3.929,,sp26-cs525-0608.cs.illinois.edu,1.032,1.032,p2c_pewma
1.037,resnet_p2c_c16_0000127,610043,p2c_pewma,sp26-cs525-0612,200,137.857,4.072,,sp26-cs525-0612.cs.illinois.edu,1.037,1.037,p2c_pewma
1.038,resnet_p2c_c16_0000128,610146,p2c_pewma,sp26-cs525-0618,200,63.674,6.412,,sp26-cs525-0618.cs.illinois.edu,1.038,1.038,p2c_pewma
1.04,resnet_p2c_c16_0000129,610218,p2c_pewma,sp26-cs525-0614,200,187.862,7.773,,sp26-cs525-0614.cs.illinois.edu,1.04,1.040,p2c_pewma
1.075,resnet_p2c_c16_0000130,610414,p2c_pewma,sp26-cs525-0608,200,138.647,7.241,,sp26-cs525-0608.cs.illinois.edu,1.075,1.075,p2c_pewma
1.086,resnet_p2c_c16_0000131,610380,p2c_pewma,sp26-cs525-0617,200,73.793,5.448,,sp26-cs525-0617.cs.illinois.edu,1.086,1.086,p2c_pewma
1.087,resnet_p2c_c16_0000132,610436,p2c_pewma,sp26-cs525-0605,200,123.088,6.401,,sp26-cs525-0605.cs.illinois.edu,1.087,1.087,p2c_pewma
1.089,resnet_p2c_c16_0000133,609657,p2c_pewma,sp26-cs525-0618,200,88.724,7.679,,sp26-cs525-0618.cs.illinois.edu,1.089,1.089,p2c_pewma
1.102,resnet_p2c_c16_0000134,609554,p2c_pewma,sp26-cs525-0609,200,109.15,7.003,,sp26-cs525-0609.cs.illinois.edu,1.102,1.102,p2c_pewma
1.106,resnet_p2c_c16_0000135,610068,p2c_pewma,sp26-cs525-0617,200,97.241,7.61,,sp26-cs525-0617.cs.illinois.edu,1.106,1.106,p2c_pewma
1.106,resnet_p2c_c16_0000136,610311,p2c_pewma,sp26-cs525-0618,200,159.184,5.405,,sp26-cs525-0618.cs.illinois.edu,1.106,1.106,p2c_pewma
1.117,resnet_p2c_c16_0000137,609590,p2c_pewma,sp26-cs525-0612,200,139.668,8.28,,sp26-cs525-0612.cs.illinois.edu,1.117,1.117,p2c_pewma
1.119,resnet_p2c_c16_0000138,610417,p2c_pewma,sp26-cs525-0609,200,173.913,8.287,,sp26-cs525-0609.cs.illinois.edu,1.119,1.119,p2c_pewma
1.122,resnet_p2c_c16_0000139,609588,p2c_pewma,sp26-cs525-0605,200,841.64,5.967,,sp26-cs525-0605.cs.illinois.edu,1.122,1.122,p2c_pewma
1.154,resnet_p2c_c16_0000140,609727,p2c_pewma,sp26-cs525-0615,200,123.717,7.967,,sp26-cs525-0615.cs.illinois.edu,1.154,1.154,p2c_pewma
1.16,resnet_p2c_c16_0000141,610026,p2c_pewma,sp26-cs525-0606,200,103.944,7.821,,sp26-cs525-0606.cs.illinois.edu,1.16,1.160,p2c_pewma
1.17,resnet_p2c_c16_0000142,610390,p2c_pewma,sp26-cs525-0613,200,380.381,6.667,,sp26-cs525-0613.cs.illinois.edu,1.17,1.170,p2c_pewma
1.175,resnet_p2c_c16_0000143,610058,p2c_pewma,sp26-cs525-0617,200,81.863,6.06,,sp26-cs525-0617.cs.illinois.edu,1.175,1.175,p2c_pewma
1.175,resnet_p2c_c16_0000144,609651,p2c_pewma,sp26-cs525-0619,200,68.993,5.998,,sp26-cs525-0619.cs.illinois.edu,1.175,1.175,p2c_pewma
1.178,resnet_p2c_c16_0000145,610377,p2c_pewma,sp26-cs525-0608,200,76.738,5.417,,sp26-cs525-0608.cs.illinois.edu,1.178,1.178,p2c_pewma
1.203,resnet_p2c_c16_0000146,609731,p2c_pewma,sp26-cs525-0614,200,80.547,7.748,,sp26-cs525-0614.cs.illinois.edu,1.203,1.203,p2c_pewma
1.21,resnet_p2c_c16_0000147,609908,p2c_pewma,sp26-cs525-0606,200,112.329,4.571,,sp26-cs525-0606.cs.illinois.edu,1.21,1.210,p2c_pewma
1.211,resnet_p2c_c16_0000148,610034,p2c_pewma,sp26-cs525-0612,200,96.551,6.937,,sp26-cs525-0612.cs.illinois.edu,1.211,1.211,p2c_pewma
1.214,resnet_p2c_c16_0000149,610175,p2c_pewma,sp26-cs525-0617,200,100.744,7.664,,sp26-cs525-0617.cs.illinois.edu,1.214,1.214,p2c_pewma
1.228,resnet_p2c_c16_0000150,610196,p2c_pewma,sp26-cs525-0614,200,87.15,5.739,,sp26-cs525-0614.cs.illinois.edu,1.228,1.228,p2c_pewma
1.244,resnet_p2c_c16_0000151,609700,p2c_pewma,sp26-cs525-0617,200,109.442,8.073,,sp26-cs525-0617.cs.illinois.edu,1.244,1.244,p2c_pewma
1.255,resnet_p2c_c16_0000152,610402,p2c_pewma,sp26-cs525-0613,200,352.815,5.331,,sp26-cs525-0613.cs.illinois.edu,1.255,1.255,p2c_pewma
1.256,resnet_p2c_c16_0000153,609847,p2c_pewma,sp26-cs525-0612,200,114.059,6.834,,sp26-cs525-0612.cs.illinois.edu,1.256,1.256,p2c_pewma
1.257,resnet_p2c_c16_0000154,609893,p2c_pewma,sp26-cs525-0619,200,80.1,5.062,,sp26-cs525-0619.cs.illinois.edu,1.257,1.257,p2c_pewma
1.264,resnet_p2c_c16_0000155,610298,p2c_pewma,sp26-cs525-0609,200,110.831,5.07,,sp26-cs525-0609.cs.illinois.edu,1.264,1.264,p2c_pewma
