current_path,filename,extension,byte_size,sha256,contributor,collection_script,experiment_family,experiment_id,run_id,source_machine,target_machine,model_workload,fault_type,timestamp_start,timestamp_end,duration,row_count,delimiter,encoding,column_names,timestamp_format,timestamp_precision,sampling_interval,numeric_precision,units,existing_tags,provenance_classification,evidence_for_classification,proposed_action,confidence,manual_review_required
data/preflight_report.json,preflight_report.json,.json,1674,9cf2359e8cb81c693c6451740693c7e4a818463c770f5a8d27362a58d861776a,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,Infrastructure_Benchmark,exp_infrastructure_benchmark,preflight_report,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),Cluster Telemetry,fail-slow (tc delay 50-200ms),N/A,N/A,N/A,3,N/A,utf-8,load_nodes|gateway|backends,relative_seconds,microseconds,event-driven,float64,"latency: ms, payload: bytes",none,UNKNOWN,,flag_for_manual_review,MEDIUM,True
data/smoke_test_enriched.csv,smoke_test_enriched.csv,.csv,152,46438b749be28e7fac39e6d8569cb797ff7d478f5db9de2978487c5ca0fb04b2,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,Infrastructure_Benchmark,exp_infrastructure_benchmark,smoke_test_enriched,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),Cluster Telemetry,fail-slow (tc delay 50-200ms),1775258858.395216,N/A,N/A,1,",",utf-8,"timestamp,req_id,payload_bytes,policy,backend_id,status_code,e2e_ms,gateway_overhead_ms",unix_epoch_float,microseconds,event-driven,float64,"latency: ms, payload: bytes",legacy_demo,LEGACY_DEMO,Short local test file for script validation.,archive_to_legacy_scripts,HIGH,False
data/chaos_experiment/haproxy_status.csv,haproxy_status.csv,.csv,377,d4af718a3d3d9e3e36c26f0cf326a2445400d1baf827707172dfb4e3a1155485,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,Infrastructure_Benchmark,exp_infrastructure_benchmark,haproxy_status,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),Cluster Telemetry,fail-slow (tc delay 50-200ms),N/A,N/A,N/A,60,",",utf-8,"Timestamp_s,HAProxy_Status",relative_seconds,microseconds,event-driven,float64,"latency: ms, payload: bytes",telemetry_logs,EMPIRICAL_RAW,"Host telemetry, connectivity logs, and HAProxy monitor traces from Illinois cluster nodes.",keep_in_data_raw,HIGH,False
data/chaos_experiment/haproxy_status_05_runA.csv,haproxy_status_05_runA.csv,.csv,36898,2c9a6a4a269d168eed202621ad30c5f1b3eabf73479ebf1e1d61512afc131b47,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,Infrastructure_Benchmark,exp_infrastructure_benchmark,haproxy_status_05_runA,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),Cluster Telemetry,fail-slow (tc delay 50-200ms),2026-03-30T19:22:34.817+00:00,N/A,N/A,899,",",utf-8,"Timestamp_ISO,Node,Status,Queue_Depth",iso8601,microseconds,event-driven,float64,"latency: ms, payload: bytes",telemetry_logs,EMPIRICAL_RAW,"Host telemetry, connectivity logs, and HAProxy monitor traces from Illinois cluster nodes.",keep_in_data_raw,HIGH,False
data/chaos_experiment/haproxy_status_06_runB.csv,haproxy_status_06_runB.csv,.csv,36898,ec1c978808d4bee6743deabe9317fe938c507eebb0e82d701eebcbec51f6fae9,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,Infrastructure_Benchmark,exp_infrastructure_benchmark,haproxy_status_06_runB,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),Cluster Telemetry,fail-slow (tc delay 50-200ms),2026-03-30T19:24:05.685+00:00,N/A,N/A,899,",",utf-8,"Timestamp_ISO,Node,Status,Queue_Depth",iso8601,microseconds,event-driven,float64,"latency: ms, payload: bytes",telemetry_logs,EMPIRICAL_RAW,"Host telemetry, connectivity logs, and HAProxy monitor traces from Illinois cluster nodes.",keep_in_data_raw,HIGH,False
data/chaos_experiment/latency_results.csv,latency_results.csv,.csv,11435,fad51398efdb56473db4330d47bc62609aab8bcc5f0b21fa6cfb5a16ca8f9faf,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,Infrastructure_Benchmark,exp_infrastructure_benchmark,latency_results,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),Cluster Telemetry,fail-slow (tc delay 50-200ms),0.013,N/A,N/A,595,",",utf-8,"Timestamp_s,Latency_ms,Status",relative_seconds,microseconds,event-driven,float64,"latency: ms, payload: bytes",telemetry_logs,EMPIRICAL_RAW,"Host telemetry, connectivity logs, and HAProxy monitor traces from Illinois cluster nodes.",keep_in_data_raw,HIGH,False
data/chaos_experiment/latency_results_05_runA.csv,latency_results_05_runA.csv,.csv,45682,72e969f7c764ca88f6dca8b42b0e446fb6f2137a0aeb5c111116258f6aa14af6,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,Infrastructure_Benchmark,exp_infrastructure_benchmark,latency_results_05_runA,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),Cluster Telemetry,fail-slow (tc delay 50-200ms),2026-03-30T19:22:34.907+00:00,N/A,N/A,1083,",",utf-8,"Timestamp_ISO,Latency_ms,Status",iso8601,microseconds,event-driven,float64,"latency: ms, payload: bytes",telemetry_logs,EMPIRICAL_RAW,"Host telemetry, connectivity logs, and HAProxy monitor traces from Illinois cluster nodes.",keep_in_data_raw,HIGH,False
data/chaos_experiment/latency_results_06_runB.csv,latency_results_06_runB.csv,.csv,46181,65d3ee8faf259512ef969619365a80e2ba6eeea12eda9671392bdb12df3b27aa,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,Infrastructure_Benchmark,exp_infrastructure_benchmark,latency_results_06_runB,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),Cluster Telemetry,fail-slow (tc delay 50-200ms),2026-03-30T19:24:05.767+00:00,N/A,N/A,1095,",",utf-8,"Timestamp_ISO,Latency_ms,Status",iso8601,microseconds,event-driven,float64,"latency: ms, payload: bytes",telemetry_logs,EMPIRICAL_RAW,"Host telemetry, connectivity logs, and HAProxy monitor traces from Illinois cluster nodes.",keep_in_data_raw,HIGH,False
data/cluster_logs/cluster_test_results.txt,cluster_test_results.txt,.txt,2700,7282d8ec0d7f249da410dd4e355244c8bca829d89e33e4edfd350beb879fbde0,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,Cluster_Telemetry,exp_cluster_telemetry,cluster_test_results,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),Cluster Telemetry,fail-slow (tc delay 50-200ms),N/A,N/A,N/A,0,N/A,utf-16,N/A,relative_seconds,microseconds,event-driven,float64,"latency: ms, payload: bytes",telemetry_logs,EMPIRICAL_RAW,"Host telemetry, connectivity logs, and HAProxy monitor traces from Illinois cluster nodes.",keep_in_data_raw,HIGH,False
data/cluster_logs/final_results.txt,final_results.txt,.txt,1818,e2a3356d3bf15f0c874467aafe811797c195a16c7872d0d95501a44e6dd122dd,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,Cluster_Telemetry,exp_cluster_telemetry,final_results,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),Cluster Telemetry,fail-slow (tc delay 50-200ms),N/A,N/A,N/A,0,N/A,utf-8,N/A,relative_seconds,microseconds,event-driven,float64,"latency: ms, payload: bytes",telemetry_logs,EMPIRICAL_RAW,"Host telemetry, connectivity logs, and HAProxy monitor traces from Illinois cluster nodes.",keep_in_data_raw,HIGH,False
data/cluster_logs/gpu_scan_results.txt,gpu_scan_results.txt,.txt,1982,3a267b2d790aabc24246d95dd95a1eae9f08c94ebd702aeb792c47b5f9ffcc5c,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,Cluster_Telemetry,exp_cluster_telemetry,gpu_scan_results,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),Cluster Telemetry,fail-slow (tc delay 50-200ms),N/A,N/A,N/A,0,N/A,utf-16,N/A,relative_seconds,microseconds,event-driven,float64,"latency: ms, payload: bytes",telemetry_logs,EMPIRICAL_RAW,"Host telemetry, connectivity logs, and HAProxy monitor traces from Illinois cluster nodes.",keep_in_data_raw,HIGH,False
data/cluster_logs/node05_ip.txt,node05_ip.txt,.txt,1448,d6e4d361cd651042642b38cf93aab7786e6bfd7764dc4ecc513288e8da5559b8,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,Cluster_Telemetry,exp_cluster_telemetry,node05_ip,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),Cluster Telemetry,fail-slow (tc delay 50-200ms),N/A,N/A,N/A,0,N/A,utf-16,N/A,relative_seconds,microseconds,event-driven,float64,"latency: ms, payload: bytes",telemetry_logs,EMPIRICAL_RAW,"Host telemetry, connectivity logs, and HAProxy monitor traces from Illinois cluster nodes.",keep_in_data_raw,HIGH,False
data/metrics/summary_table.csv,summary_table.csv,.csv,769,f814a70342ce71f1c492d6c84eb5cade0e7bde5b447c0fdefce7fc7d109cf54b,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,Infrastructure_Benchmark,exp_infrastructure_benchmark,summary_table,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),Cluster Telemetry,fail-slow (tc delay 50-200ms),N/A,N/A,N/A,5,",",utf-8,"Baseline,Detection Delay,Overhead,Supports Root Cause Localization,Performance under Gray Failure",relative_seconds,microseconds,event-driven,float64,"latency: ms, payload: bytes",telemetry_logs,EMPIRICAL_RAW,"Host telemetry, connectivity logs, and HAProxy monitor traces from Illinois cluster nodes.",keep_in_data_raw,HIGH,False
data/metrics/zscore_network_metrics.csv,zscore_network_metrics.csv,.csv,468812,187ef6701c552250604d8fc553d2adec378610b2a314934f3700027736a5fd92,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,Infrastructure_Benchmark,exp_infrastructure_benchmark,zscore_network_metrics,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),Cluster Telemetry,fail-slow (tc delay 50-200ms),N/A,N/A,N/A,1512,",",utf-8,Starting Fast Path Monitoring on http://sp26-cs525-0601.cs.illinois.edu:8404/metrics;csv ...,relative_seconds,microseconds,event-driven,float64,"latency: ms, payload: bytes",telemetry_logs,EMPIRICAL_RAW,"Host telemetry, connectivity logs, and HAProxy monitor traces from Illinois cluster nodes.",keep_in_data_raw,HIGH,False
data/results/measurement_telemetry_v1/eval_v1_resnet50_baseline_rr.csv,eval_v1_resnet50_baseline_rr.csv,.csv,5149438,192ba55d0b09cf3fb9ce99b85d3dbf5204e48636b200fbc619693f80c39bc05c,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,ResNet50_CIFAR10,exp_resnet50_cifar10,eval_v1_resnet50_baseline_rr,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),ResNet-50/CIFAR-10,fail-slow (tc delay 50-200ms),1776975537.299487,N/A,N/A,47940,",",utf-8,"timestamp,req_id,payload_bytes,policy,backend_id,status_code,e2e_ms,gateway_overhead_ms,error_body",unix_epoch_float,microseconds,event-driven,float64,"latency: ms, payload: bytes",none,EMPIRICAL_RAW,Measured campaign run file with valid request traces.,keep_in_data_raw,HIGH,False
data/results/measurement_telemetry_v1/eval_v1_resnet50_baseline_tricb.csv,eval_v1_resnet50_baseline_tricb.csv,.csv,5308578,3353d1b71b0d62451df6066e3c442ea6e13e676f4efc675cf4edd33f5200859d,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,ResNet50_CIFAR10,exp_resnet50_cifar10,eval_v1_resnet50_baseline_tricb,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),ResNet-50/CIFAR-10,fail-slow (tc delay 50-200ms),1776975538.811666,N/A,N/A,47980,",",utf-8,"timestamp,req_id,payload_bytes,policy,backend_id,status_code,e2e_ms,gateway_overhead_ms,error_body",unix_epoch_float,microseconds,event-driven,float64,"latency: ms, payload: bytes",none,EMPIRICAL_RAW,Measured campaign run file with valid request traces.,keep_in_data_raw,HIGH,False
data/results/measurement_telemetry_v1/eval_v1_resnet50_ours.csv,eval_v1_resnet50_ours.csv,.csv,4796455,0e5dfd031ccff53583ca69b5e5e7df7752b95057bcbf71d647555b919207e83b,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,ResNet50_CIFAR10,exp_resnet50_cifar10,eval_v1_resnet50_ours,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),ResNet-50/CIFAR-10,fail-slow (tc delay 50-200ms),1776975540.319433,N/A,N/A,47636,",",utf-8,"timestamp,req_id,payload_bytes,policy,backend_id,status_code,e2e_ms,gateway_overhead_ms,error_body",unix_epoch_float,microseconds,event-driven,float64,"latency: ms, payload: bytes",none,EMPIRICAL_RAW,Measured campaign run file with valid request traces.,keep_in_data_raw,HIGH,False
data/results/MobileBERT_SST2_gateway_ablation/benchmark_mobilebert_gatewaysmart.json,benchmark_mobilebert_gatewaysmart.json,.json,257,09880d2c12d1a5e47d4ab811e9da0509f4f160fe722f33409f9f250d9e210b63,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,MobileBERT_SST2,exp_mobilebert_sst2,benchmark_mobilebert_gatewaysmart,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),MobileBERT/SST-2,fail-slow (tc delay 50-200ms),N/A,N/A,N/A,7,N/A,utf-8,simulation_label|campaign|aggregation_scope|p99_ms|avg_ms|rps|total_requests,relative_seconds,microseconds,event-driven,float64,"latency: ms, payload: bytes",cluster_empirical_derived|PRODUCTION_DATA_tag,EMPIRICAL_DERIVED,Summary statistics computed from raw cluster request logs.,keep_in_data_processed,HIGH,False
data/results/MobileBERT_SST2_gateway_ablation/benchmark_mobilebert_gatewaystrawman.json,benchmark_mobilebert_gatewaystrawman.json,.json,254,8008b0e3f166cd7d71abf687eebcafade25a8c1b28a93eeef6f31d8da9a45711,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,MobileBERT_SST2,exp_mobilebert_sst2,benchmark_mobilebert_gatewaystrawman,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),MobileBERT/SST-2,fail-slow (tc delay 50-200ms),N/A,N/A,N/A,7,N/A,utf-8,simulation_label|campaign|aggregation_scope|p99_ms|avg_ms|rps|total_requests,relative_seconds,microseconds,event-driven,float64,"latency: ms, payload: bytes",cluster_empirical_derived|PRODUCTION_DATA_tag,EMPIRICAL_DERIVED,Summary statistics computed from raw cluster request logs.,keep_in_data_processed,HIGH,False
data/results/MobileBERT_SST2_gateway_ablation/campaign_nlp_mobilebert_gatewaysmart_c128.csv,campaign_nlp_mobilebert_gatewaysmart_c128.csv,.csv,575685,17d3d633e4aa856618816007015604f90d5367f0d174443d401c0e8a9ef015d4,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,MobileBERT_SST2,exp_mobilebert_sst2,campaign_nlp_mobilebert_gatewaysmart_c128,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),MobileBERT/SST-2,fail-slow (tc delay 50-200ms),1773828000.01877,N/A,N/A,5656,",",utf-8,"timestamp,req_id,payload_bytes,mode,backend_id,status_code,e2e_ms,gateway_overhead_ms,",unix_epoch_float,microseconds,event-driven,float64,"latency: ms, payload: bytes",cluster_empirical_raw,EMPIRICAL_RAW,"Contains Illinois cluster hostnames (sp26-cs525-06xx), real execution microsecond timestamps, and request traces.",keep_in_data_raw,HIGH,False
data/results/MobileBERT_SST2_gateway_ablation/campaign_nlp_mobilebert_gatewaysmart_c32.csv,campaign_nlp_mobilebert_gatewaysmart_c32.csv,.csv,684079,43e771fae38e4c82ca858f7069fd5226cbc45f5dfe4d569751bb941364ff2010,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,MobileBERT_SST2,exp_mobilebert_sst2,campaign_nlp_mobilebert_gatewaysmart_c32,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),MobileBERT/SST-2,fail-slow (tc delay 50-200ms),1773820800.026316,N/A,N/A,6816,",",utf-8,"timestamp,req_id,payload_bytes,mode,backend_id,status_code,e2e_ms,gateway_overhead_ms,",unix_epoch_float,microseconds,event-driven,float64,"latency: ms, payload: bytes",cluster_empirical_raw,EMPIRICAL_RAW,"Contains Illinois cluster hostnames (sp26-cs525-06xx), real execution microsecond timestamps, and request traces.",keep_in_data_raw,HIGH,False
data/results/MobileBERT_SST2_gateway_ablation/campaign_nlp_mobilebert_gatewaysmart_c48.csv,campaign_nlp_mobilebert_gatewaysmart_c48.csv,.csv,691810,d45294d53a0903198cee9150cbaa45a0225107af2d354b6effaf22f028aac89f,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,MobileBERT_SST2,exp_mobilebert_sst2,campaign_nlp_mobilebert_gatewaysmart_c48,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),MobileBERT/SST-2,fail-slow (tc delay 50-200ms),1773822600.019049,N/A,N/A,6872,",",utf-8,"timestamp,req_id,payload_bytes,mode,backend_id,status_code,e2e_ms,gateway_overhead_ms,",unix_epoch_float,microseconds,event-driven,float64,"latency: ms, payload: bytes",cluster_empirical_raw,EMPIRICAL_RAW,"Contains Illinois cluster hostnames (sp26-cs525-06xx), real execution microsecond timestamps, and request traces.",keep_in_data_raw,HIGH,False
data/results/MobileBERT_SST2_gateway_ablation/campaign_nlp_mobilebert_gatewaysmart_c64.csv,campaign_nlp_mobilebert_gatewaysmart_c64.csv,.csv,662923,a7ef43313ab527f388e49a5ef60622327b017ba994d18c01c93293e3bfc92ff9,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,MobileBERT_SST2,exp_mobilebert_sst2,campaign_nlp_mobilebert_gatewaysmart_c64,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),MobileBERT/SST-2,fail-slow (tc delay 50-200ms),1773824400.033825,N/A,N/A,6584,",",utf-8,"timestamp,req_id,payload_bytes,mode,backend_id,status_code,e2e_ms,gateway_overhead_ms,",unix_epoch_float,microseconds,event-driven,float64,"latency: ms, payload: bytes",cluster_empirical_raw,EMPIRICAL_RAW,"Contains Illinois cluster hostnames (sp26-cs525-06xx), real execution microsecond timestamps, and request traces.",keep_in_data_raw,HIGH,False
data/results/MobileBERT_SST2_gateway_ablation/campaign_nlp_mobilebert_gatewaysmart_c96.csv,campaign_nlp_mobilebert_gatewaysmart_c96.csv,.csv,624304,3199e4bed9b9e632fa5cfa87cde85fb42f91a0f16d6328fc2f9160296e2f0eb5,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,MobileBERT_SST2,exp_mobilebert_sst2,campaign_nlp_mobilebert_gatewaysmart_c96,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),MobileBERT/SST-2,fail-slow (tc delay 50-200ms),1773826200.020863,N/A,N/A,6200,",",utf-8,"timestamp,req_id,payload_bytes,mode,backend_id,status_code,e2e_ms,gateway_overhead_ms,",unix_epoch_float,microseconds,event-driven,float64,"latency: ms, payload: bytes",cluster_empirical_raw,EMPIRICAL_RAW,"Contains Illinois cluster hostnames (sp26-cs525-06xx), real execution microsecond timestamps, and request traces.",keep_in_data_raw,HIGH,False
data/results/MobileBERT_SST2_gateway_ablation/campaign_nlp_mobilebert_gatewaystrawman_c128.csv,campaign_nlp_mobilebert_gatewaystrawman_c128.csv,.csv,570019,a185e4383fc143c5b52a5bfd72362f17d104ca31238571732a3816ae309c33d2,Jisheng Jiang (jisheng3),scripts/campaign_a_orchestrator.py,MobileBERT_SST2,exp_mobilebert_sst2,campaign_nlp_mobilebert_gatewaystrawman_c128,sp26-cs525-0601 (gateway),sp26-cs525-0605..0620 (triton),MobileBERT/SST-2,fail-slow (tc delay 50-200ms),1773914400.035694,N/A,N/A,5432,",",utf-8,"timestamp,req_id,payload_bytes,mode,backend_id,status_code,e2e_ms,gateway_overhead_ms,",unix_epoch_float,microseconds,event-driven,float64,"latency: ms, payload: bytes",cluster_empirical_raw,EMPIRICAL_RAW,"Contains Illinois cluster hostnames (sp26-cs525-06xx), real execution microsecond timestamps, and request traces.",keep_in_data_raw,HIGH,False
